start_time,average
2025-06-01 00:00:00,46.501666666666665
2025-06-01 01:00:00,56.876666666666665
2025-06-01 02:00:00,49.59
2025-06-01 03:00:00,52.876666666666665
2025-06-01 04:00:00,55.916666666666664
2025-06-01 05:00:00,48.986666666666665
2025-06-01 06:00:00,48.75833333333333
2025-06-01 07:00:00,44.89833333333333
2025-06-01 08:00:00,50.63666666666666
2025-06-01 09:00:00,52.98166666666667
2025-06-01 10:00:00,51.026666666666664
2025-06-01 11:00:00,41.04833333333333
2025-06-01 12:00:00,49.99166666666667
2025-06-01 13:00:00,53.22
2025-06-01 14:00:00,57.15
2025-06-01 15:00:00,45.75666666666667
2025-06-01 16:00:00,49.598333333333336
2025-06-01 17:00:00,57.04833333333333
2025-06-01 18:00:00,46.43666666666666
2025-06-01 19:00:00,47.43333333333333
2025-06-01 20:00:00,47.25
2025-06-01 21:00:00,50.27166666666667
2025-06-01 22:00:00,50.155
2025-06-01 23:00:00,46.88666666666666
2025-06-02 00:00:00,50.39666666666667
2025-06-02 01:00:00,42.20166666666667
2025-06-02 02:00:00,46.66
2025-06-02 03:00:00,51.684999999999995
2025-06-02 04:00:00,48.18
2025-06-02 05:00:00,57.985
2025-06-02 06:00:00,46.93
2025-06-02 07:00:00,46.45333333333333
2025-06-02 08:00:00,48.35
2025-06-02 09:00:00,44.291666666666664
2025-06-02 10:00:00,54.51833333333333
2025-06-02 11:00:00,50.29333333333333
2025-06-02 12:00:00,46.18333333333333
2025-06-02 13:00:00,51.934999999999995
2025-06-02 14:00:00,54.285
2025-06-02 15:00:00,47.13166666666667
2025-06-02 16:00:00,50.77333333333333
2025-06-02 17:00:00,51.608333333333334
2025-06-02 18:00:00,46.97833333333333
2025-06-02 19:00:00,46.14
2025-06-02 20:00:00,49.865
2025-06-02 21:00:00,49.20666666666667
2025-06-02 22:00:00,43.9
2025-06-02 23:00:00,46.45166666666667
2025-06-03 00:00:00,52.04
2025-06-03 01:00:00,54.336666666666666
2025-06-03 02:00:00,49.23166666666667
2025-06-03 03:00:00,55.77166666666667
2025-06-03 04:00:00,46.615
2025-06-03 05:00:00,43.96333333333334
2025-06-03 06:00:00,50.25666666666667
2025-06-03 07:00:00,54.74333333333333
2025-06-03 08:00:00,47.37
2025-06-03 09:00:00,48.38166666666667
2025-06-03 10:00:00,48.21333333333334
2025-06-03 11:00:00,50.04333333333333
2025-06-03 12:00:00,51.235
2025-06-03 13:00:00,48.358333333333334
2025-06-03 14:00:00,45.958333333333336
2025-06-03 15:00:00,52.92166666666667
2025-06-03 16:00:00,50.74
2025-06-03 17:00:00,45.019999999999996
2025-06-03 18:00:00,49.580000000000005
2025-06-03 19:00:00,51.45166666666667
2025-06-03 20:00:00,52.723333333333336
2025-06-03 21:00:00,47.32333333333334
2025-06-03 22:00:00,51.945
2025-06-03 23:00:00,49.943333333333335
2025-06-04 00:00:00,47.818333333333335
2025-06-04 01:00:00,46.605000000000004
2025-06-04 02:00:00,48.031666666666666
2025-06-04 03:00:00,48.77333333333333
2025-06-04 04:00:00,53.8
2025-06-04 05:00:00,53.37166666666667
2025-06-04 06:00:00,44.001666666666665
2025-06-04 07:00:00,48.075
2025-06-04 08:00:00,44.75666666666667
2025-06-04 09:00:00,53.373333333333335
2025-06-04 10:00:00,48.825
2025-06-04 11:00:00,51.72166666666667
2025-06-04 12:00:00,55.52166666666667
2025-06-04 13:00:00,52.89
2025-06-04 14:00:00,53.894999999999996
2025-06-04 15:00:00,47.13
2025-06-04 16:00:00,50.915
2025-06-04 17:00:00,50.809999999999995
2025-06-04 18:00:00,48.14333333333333
2025-06-04 19:00:00,54.08833333333334
2025-06-04 20:00:00,52.91166666666666
2025-06-04 21:00:00,49.255
2025-06-04 22:00:00,51.7
2025-06-04 23:00:00,45.64
2025-06-05 00:00:00,45.693333333333335
2025-06-05 01:00:00,50.735
2025-06-05 02:00:00,48.42666666666666
2025-06-05 03:00:00,43.79333333333333
2025-06-05 04:00:00,52.141666666666666
2025-06-05 05:00:00,48.45166666666667
2025-06-05 06:00:00,45.39333333333333
2025-06-05 07:00:00,50.24166666666667
2025-06-05 08:00:00,53.901666666666664
2025-06-05 09:00:00,48.126666666666665
2025-06-05 10:00:00,48.583333333333336
2025-06-05 11:00:00,51.781666666666666
2025-06-05 12:00:00,51.54333333333333
2025-06-05 13:00:00,44.15
2025-06-05 14:00:00,50.88166666666667
2025-06-05 15:00:00,52.29666666666667
2025-06-05 16:00:00,44.50666666666667
2025-06-05 17:00:00,45.79
2025-06-05 18:00:00,53.973333333333336
2025-06-05 19:00:00,49.788333333333334
2025-06-05 20:00:00,56.76833333333333
2025-06-05 21:00:00,47.485
2025-06-05 22:00:00,48.49166666666667
2025-06-05 23:00:00,49.635
2025-06-06 00:00:00,49.86833333333333
2025-06-06 01:00:00,55.655
2025-06-06 02:00:00,44.901666666666664
2025-06-06 03:00:00,49.3
2025-06-06 04:00:00,50.95666666666667
2025-06-06 05:00:00,48.715
2025-06-06 06:00:00,53.01
2025-06-06 07:00:00,55.04
2025-06-06 08:00:00,50.223333333333336
2025-06-06 09:00:00,48.27833333333333
2025-06-06 10:00:00,51.25
2025-06-06 11:00:00,47.64666666666667
2025-06-06 12:00:00,50.775
2025-06-06 13:00:00,51.64333333333333
2025-06-06 14:00:00,49.54
2025-06-06 15:00:00,43.69666666666667
2025-06-06 16:00:00,51.86
2025-06-06 17:00:00,47.916666666666664
2025-06-06 18:00:00,43.74333333333333
2025-06-06 19:00:00,56.373333333333335
2025-06-06 20:00:00,50.3
2025-06-06 21:00:00,52.85666666666667
2025-06-06 22:00:00,54.46
2025-06-06 23:00:00,42.434999999999995
2025-06-07 00:00:00,46.89333333333333
2025-06-07 01:00:00,51.47
2025-06-07 02:00:00,49.84
2025-06-07 03:00:00,47.38666666666666
2025-06-07 04:00:00,52.49
2025-06-07 05:00:00,51.77333333333333
2025-06-07 06:00:00,47.513333333333335
2025-06-07 07:00:00,48.61666666666667
2025-06-07 08:00:00,50.135
2025-06-07 09:00:00,48.06333333333334
2025-06-07 10:00:00,50.84
2025-06-07 11:00:00,44.18
2025-06-07 12:00:00,50.63666666666666
2025-06-07 13:00:00,53.52833333333333
2025-06-07 14:00:00,49.269999999999996
2025-06-07 15:00:00,46.705000000000005
2025-06-07 16:00:00,53.105000000000004
2025-06-07 17:00:00,47.64
2025-06-07 18:00:00,54.35333333333333
2025-06-07 19:00:00,47.413333333333334
2025-06-07 20:00:00,50.22
2025-06-07 21:00:00,56.416666666666664
2025-06-07 22:00:00,42.415
2025-06-07 23:00:00,49.95166666666667
2025-06-08 00:00:00,44.394999999999996
2025-06-08 01:00:00,49.848333333333336
2025-06-08 02:00:00,48.72833333333333
2025-06-08 03:00:00,53.12833333333333
2025-06-08 04:00:00,43.230000000000004
2025-06-08 05:00:00,54.663333333333334
2025-06-08 06:00:00,49.24333333333333
2025-06-08 07:00:00,45.413333333333334
2025-06-08 08:00:00,46.48833333333334
2025-06-08 09:00:00,58.02166666666666
2025-06-08 10:00:00,49.45
2025-06-08 11:00:00,53.413333333333334
2025-06-08 12:00:00,46.56166666666666
2025-06-08 13:00:00,51.01166666666666
2025-06-08 14:00:00,50.06166666666666
2025-06-08 15:00:00,46.06333333333334
2025-06-08 16:00:00,53.690000000000005
2025-06-08 17:00:00,47.81166666666666
2025-06-08 18:00:00,47.82166666666667
2025-06-08 19:00:00,55.50333333333333
2025-06-08 20:00:00,57.08166666666667
2025-06-08 21:00:00,47.32833333333333
2025-06-08 22:00:00,50.08833333333334
2025-06-08 23:00:00,46.71333333333334
2025-06-09 00:00:00,46.02166666666667
2025-06-09 01:00:00,51.861666666666665
2025-06-09 02:00:00,43.265
2025-06-09 03:00:00,50.905
2025-06-09 04:00:00,47.480000000000004
2025-06-09 05:00:00,44.99333333333333
2025-06-09 06:00:00,47.665
2025-06-09 07:00:00,42.17666666666666
2025-06-09 08:00:00,46.925
2025-06-09 09:00:00,60.48166666666667
2025-06-09 10:00:00,60.17333333333333
2025-06-09 11:00:00,53.135
2025-06-09 12:00:00,47.16833333333333
2025-06-09 13:00:00,48.294999999999995
2025-06-09 14:00:00,57.085
2025-06-09 15:00:00,54.830000000000005
2025-06-09 16:00:00,51.333333333333336
2025-06-09 17:00:00,63.513333333333335
2025-06-09 18:00:00,47.025
2025-06-09 19:00:00,51.156666666666666
2025-06-09 20:00:00,52.90333333333333
2025-06-09 21:00:00,49.43333333333333
2025-06-09 22:00:00,48.15
2025-06-09 23:00:00,43.26
2025-06-10 00:00:00,50.87166666666667
2025-06-10 01:00:00,45.53
2025-06-10 02:00:00,61.958333333333336
2025-06-10 03:00:00,43.665
2025-06-10 04:00:00,52.60333333333333
2025-06-10 05:00:00,52.21333333333334
2025-06-10 06:00:00,52.830000000000005
2025-06-10 07:00:00,56.19166666666667
2025-06-10 08:00:00,56.55833333333333
2025-06-10 09:00:00,49.568333333333335
2025-06-10 10:00:00,51.69166666666667
2025-06-10 11:00:00,50.43333333333333
2025-06-10 12:00:00,50.55
2025-06-10 13:00:00,48.38666666666666
2025-06-10 14:00:00,45.60166666666667
2025-06-10 15:00:00,48.155
2025-06-10 16:00:00,46.76
2025-06-10 17:00:00,43.406666666666666
2025-06-10 18:00:00,49.72666666666667
2025-06-10 19:00:00,45.391666666666666
2025-06-10 20:00:00,47.498333333333335
2025-06-10 21:00:00,49.35
2025-06-10 22:00:00,55.37
2025-06-10 23:00:00,47.06333333333334
2025-06-11 00:00:00,50.535
2025-06-11 01:00:00,54.17833333333333
2025-06-11 02:00:00,56.04833333333333
2025-06-11 03:00:00,55.71333333333334
2025-06-11 04:00:00,47.51166666666666
2025-06-11 05:00:00,52.265
2025-06-11 06:00:00,50.66
2025-06-11 07:00:00,54.156666666666666
2025-06-11 08:00:00,49.906666666666666
2025-06-11 09:00:00,47.755
2025-06-11 10:00:00,52.638333333333335
2025-06-11 11:00:00,50.88333333333333
2025-06-11 12:00:00,49.193333333333335
2025-06-11 13:00:00,53.17666666666666
2025-06-11 14:00:00,46.835
2025-06-11 15:00:00,50.943333333333335
2025-06-11 16:00:00,45.74166666666667
2025-06-11 17:00:00,54.82166666666667
2025-06-11 18:00:00,49.56333333333334
2025-06-11 19:00:00,52.88666666666666
2025-06-11 20:00:00,49.73166666666667
2025-06-11 21:00:00,50.608333333333334
2025-06-11 22:00:00,48.526666666666664
2025-06-11 23:00:00,48.74666666666667
2025-06-12 00:00:00,40.16833333333333
2025-06-12 01:00:00,59.585
2025-06-12 02:00:00,50.09166666666667
2025-06-12 03:00:00,47.580000000000005
2025-06-12 04:00:00,43.598333333333336
2025-06-12 05:00:00,54.47833333333333
2025-06-12 06:00:00,46.42166666666667
2025-06-12 07:00:00,48.766666666666666
2025-06-12 08:00:00,52.516666666666666
2025-06-12 09:00:00,53.82833333333333
2025-06-12 10:00:00,50.36833333333333
2025-06-12 11:00:00,48.72
2025-06-12 12:00:00,50.80833333333333
2025-06-12 13:00:00,51.965
2025-06-12 14:00:00,41.92833333333333
2025-06-12 15:00:00,53.44833333333334
2025-06-12 16:00:00,48.99166666666667
2025-06-12 17:00:00,53.419999999999995
2025-06-12 18:00:00,44.15333333333333
2025-06-12 19:00:00,52.818333333333335
2025-06-12 20:00:00,42.833333333333336
2025-06-12 21:00:00,48.905
2025-06-12 22:00:00,53.62833333333334
2025-06-12 23:00:00,51.91166666666666
2025-06-13 00:00:00,52.55
2025-06-13 01:00:00,49.513333333333335
2025-06-13 02:00:00,52.333333333333336
2025-06-13 03:00:00,43.98166666666667
2025-06-13 04:00:00,55.585
2025-06-13 05:00:00,54.22166666666667
2025-06-13 06:00:00,43.498333333333335
2025-06-13 07:00:00,43.84666666666667
2025-06-13 08:00:00,46.87
2025-06-13 09:00:00,55.93333333333333
2025-06-13 10:00:00,48.348333333333336
2025-06-13 11:00:00,47.34166666666667
2025-06-13 12:00:00,49.67166666666667
2025-06-13 13:00:00,48.70166666666667
2025-06-13 14:00:00,51.651666666666664
2025-06-13 15:00:00,46.111666666666665
2025-06-13 16:00:00,55.31166666666666
2025-06-13 17:00:00,47.038333333333334
2025-06-13 18:00:00,54.88666666666666
2025-06-13 19:00:00,51.09
2025-06-13 20:00:00,49.973333333333336
2025-06-13 21:00:00,42.715
2025-06-13 22:00:00,45.38666666666666
2025-06-13 23:00:00,43.48
2025-06-14 00:00:00,54.230000000000004
2025-06-14 01:00:00,52.805
2025-06-14 02:00:00,51.58166666666667
2025-06-14 03:00:00,52.56666666666667
2025-06-14 04:00:00,53.544999999999995
2025-06-14 05:00:00,51.63666666666666
2025-06-14 06:00:00,49.32833333333333
2025-06-14 07:00:00,45.54
2025-06-14 08:00:00,48.20333333333333
2025-06-14 09:00:00,50.35666666666667
2025-06-14 10:00:00,53.035
2025-06-14 11:00:00,49.19166666666667
2025-06-14 12:00:00,52.32166666666667
2025-06-14 13:00:00,44.8
2025-06-14 14:00:00,52.77333333333333
2025-06-14 15:00:00,48.608333333333334
2025-06-14 16:00:00,46.43833333333334
2025-06-14 17:00:00,45.235
2025-06-14 18:00:00,55.52333333333333
2025-06-14 19:00:00,51.193333333333335
2025-06-14 20:00:00,45.465
2025-06-14 21:00:00,53.88666666666666
2025-06-14 22:00:00,47.166666666666664
2025-06-14 23:00:00,45.94833333333334
2025-06-15 00:00:00,52.88333333333333
2025-06-15 01:00:00,50.26166666666666
2025-06-15 02:00:00,51.626666666666665
2025-06-15 03:00:00,49.30166666666666
2025-06-15 04:00:00,42.69166666666667
2025-06-15 05:00:00,41.25333333333333
2025-06-15 06:00:00,51.525
2025-06-15 07:00:00,53.288333333333334
2025-06-15 08:00:00,49.138333333333335
2025-06-15 09:00:00,53.275
2025-06-15 10:00:00,51.46333333333334
2025-06-15 11:00:00,50.49333333333333
2025-06-15 12:00:00,52.41
2025-06-15 13:00:00,50.77166666666667
2025-06-15 14:00:00,46.50333333333333
2025-06-15 15:00:00,50.11666666666667
2025-06-15 16:00:00,51.085
2025-06-15 17:00:00,48.465
2025-06-15 18:00:00,51.318333333333335
2025-06-15 19:00:00,56.05
2025-06-15 20:00:00,51.585
2025-06-15 21:00:00,44.825
2025-06-15 22:00:00,49.90333333333333
2025-06-15 23:00:00,52.475
2025-06-16 00:00:00,45.016666666666666
2025-06-16 01:00:00,56.82166666666667
2025-06-16 02:00:00,47.269999999999996
2025-06-16 03:00:00,51.781666666666666
2025-06-16 04:00:00,49.845
2025-06-16 05:00:00,48.681666666666665
2025-06-16 06:00:00,49.14333333333333
2025-06-16 07:00:00,50.07333333333334
2025-06-16 08:00:00,49.751666666666665
2025-06-16 09:00:00,48.015
2025-06-16 10:00:00,48.53666666666666
2025-06-16 11:00:00,45.026666666666664
2025-06-16 12:00:00,47.21666666666667
2025-06-16 13:00:00,51.72166666666667
2025-06-16 14:00:00,56.086666666666666
2025-06-16 15:00:00,50.58833333333334
2025-06-16 16:00:00,47.32166666666667
2025-06-16 17:00:00,46.575
2025-06-16 18:00:00,49.96
2025-06-16 19:00:00,51.08166666666667
2025-06-16 20:00:00,55.39666666666667
2025-06-16 21:00:00,51.775
2025-06-16 22:00:00,46.13166666666667
2025-06-16 23:00:00,43.980000000000004
2025-06-17 00:00:00,52.28333333333333
2025-06-17 01:00:00,49.13666666666666
2025-06-17 02:00:00,42.38
2025-06-17 03:00:00,50.64
2025-06-17 04:00:00,50.111666666666665
2025-06-17 05:00:00,49.975
2025-06-17 06:00:00,42.705000000000005
2025-06-17 07:00:00,51.965
2025-06-17 08:00:00,47.53
2025-06-17 09:00:00,53.83166666666667
2025-06-17 10:00:00,50.33833333333334
2025-06-17 11:00:00,47.865
2025-06-17 12:00:00,46.394999999999996
2025-06-17 13:00:00,49.79
2025-06-17 14:00:00,46.72833333333333
2025-06-17 15:00:00,51.461666666666666
2025-06-17 16:00:00,42.483333333333334
2025-06-17 17:00:00,53.06333333333334
2025-06-17 18:00:00,51.53
2025-06-17 19:00:00,44.505
2025-06-17 20:00:00,41.82333333333334
2025-06-17 21:00:00,45.833333333333336
2025-06-17 22:00:00,52.50666666666667
2025-06-17 23:00:00,52.67833333333333
2025-06-18 00:00:00,47.815000000000005
2025-06-18 01:00:00,54.225
2025-06-18 02:00:00,44.97
2025-06-18 03:00:00,49.87166666666666
2025-06-18 04:00:00,50.29
2025-06-18 05:00:00,48.05166666666666
2025-06-18 06:00:00,56.233333333333334
2025-06-18 07:00:00,58.72833333333333
2025-06-18 08:00:00,56.24
2025-06-18 09:00:00,60.34
2025-06-18 10:00:00,52.82
2025-06-18 11:00:00,45.225
2025-06-18 12:00:00,52.248333333333335
2025-06-18 13:00:00,48.11333333333334
2025-06-18 14:00:00,49.515
2025-06-18 15:00:00,44.983333333333334
2025-06-18 16:00:00,47.181666666666665
2025-06-18 17:00:00,50.934999999999995
2025-06-18 18:00:00,50.348333333333336
2025-06-18 19:00:00,47.711666666666666
2025-06-18 20:00:00,54.026666666666664
2025-06-18 21:00:00,55.77166666666667
2025-06-18 22:00:00,50.026666666666664
2025-06-18 23:00:00,48.285
2025-06-19 00:00:00,54.77333333333333
2025-06-19 01:00:00,46.65
2025-06-19 02:00:00,48.67333333333333
2025-06-19 03:00:00,53.843333333333334
2025-06-19 04:00:00,45.18
2025-06-19 05:00:00,49.63333333333333
2025-06-19 06:00:00,44.736666666666665
2025-06-19 07:00:00,49.09166666666667
2025-06-19 08:00:00,53.11666666666667
2025-06-19 09:00:00,44.57666666666667
2025-06-19 10:00:00,47.65833333333333
2025-06-19 11:00:00,48.835
2025-06-19 12:00:00,48.855000000000004
2025-06-19 13:00:00,52.14666666666667
2025-06-19 14:00:00,52.961666666666666
2025-06-19 15:00:00,55.57666666666667
2025-06-19 16:00:00,51.135
2025-06-19 17:00:00,45.22833333333333
2025-06-19 18:00:00,55.18666666666666
2025-06-19 19:00:00,48.48166666666667
2025-06-19 20:00:00,52.825
2025-06-19 21:00:00,49.32833333333333
